locusId	accession	GI	scaffoldId	start	stop	strand	sysName	name	desc	COG	COGFun	COGDesc	TIGRFam	TIGRRoles	GO	EC	ECDesc
3474910	YP_001459588.1	157162270	57075	2967561	2968892	+	EcHS_A2964	argA	amino-acid N-acetyltransferase (RefSeq)	COG548	E	Acetylglutamate kinase	TIGR01890 amino-acid N-acetyltransferase [argA]	Amino acid biosynthesis:Glutamate family	GO:0006526,GO:0005737,GO:0004042	2.3.1.1	Amino-acid N-acetyltransferase.
3474911	YP_001459589.1	157162271	57075	2970780	2968954	-	EcHS_A2965	recD	exodeoxyribonuclease V, alpha subunit (RefSeq)	COG507	L	ATP-dependent exoDNAse (exonuclease V), alpha subunit - helicase superfamily I member	TIGR01447 exodeoxyribonuclease V, alpha subunit [recD]	DNA metabolism:DNA replication, recombination, and repair	GO:0006281,GO:0019079,GO:0009338,GO:0000166,GO:0003968,GO:0008854,GO:0003677,GO:0004003,GO:0003723,GO:0005524,GO:0017111,GO:0003724	3.1.11.5	Exodeoxyribonuclease V.
3474912	YP_001459590.1	157162272	57075	2974322	2970780	-	EcHS_A2966	recB	exodeoxyribonuclease V, beta subunit (RefSeq)	COG1074	L	ATP-dependent exoDNAse (exonuclease V) beta subunit (contains helicase and exonuclease domains)	TIGR00609 exodeoxyribonuclease V, beta subunit [recB]	DNA metabolism:DNA replication, recombination, and repair	GO:0006281,GO:0009338,GO:0003677,GO:0008854,GO:0004003,GO:0005524	3.1.11.5	Exodeoxyribonuclease V.
3474913	YP_001459591.1	157162273	57075	2977203	2974315	-	EcHS_A2967	ptrA	protease III (RefSeq)	COG1025	O	Secreted/periplasmic Zn-dependent peptidases, insulinase-like			GO:0006508,GO:0004222,GO:0008270,GO:0008975	3.4.24.55	Pitrilysin.
3474914	YP_001459592.1	157162274	57075	2980747	2977379	-	EcHS_A2968	recC	exodeoxyribonuclease V, gamma subunit (RefSeq)	COG1330	L	Exonuclease V gamma subunit	TIGR01450 exodeoxyribonuclease V, gamma subunit [recC]	DNA metabolism:DNA replication, recombination, and repair	GO:0009338,GO:0003677,GO:0008854	3.1.11.5	Exodeoxyribonuclease V.
3474915	YP_001459593.1	157162275	57075	2981083	2980760	-	EcHS_A2969	ppdC	prepilin peptidase-dependent protein C (RefSeq)	COG4967	NU	Tfp pilus assembly protein PilV	TIGR02532 prepilin-type N-terminal cleavage/methylation domain	Protein fate:Protein and peptide secretion and trafficking			
3474916	YP_001459594.1	157162276	57075	2981475	2981068	-	EcHS_A2970	EcHS_A2970	hypothetical protein (RefSeq)								
3474917	YP_001459595.1	157162277	57075	2982035	2981472	-	EcHS_A2971	ppdB	prepilin peptidase dependent protein B (RefSeq)	COG4795	U	Type II secretory pathway, component PulJ	TIGR02532 prepilin-type N-terminal cleavage/methylation domain	Protein fate:Protein and peptide secretion and trafficking			
3474918	YP_001459596.1	157162278	57075	2982496	2982026	-	EcHS_A2972	ppdA	prepilin peptidase-dependent protein A (RefSeq)	COG2165	NU	Type II secretory pathway, pseudopilin PulG	TIGR02532 prepilin-type N-terminal cleavage/methylation domain	Protein fate:Protein and peptide secretion and trafficking			
3474919	YP_001459597.1	157162279	57075	2983475	2982681	-	EcHS_A2973	thyA	thymidylate synthase (RefSeq)	COG207	F	Thymidylate synthase	TIGR03284 thymidylate synthase [thyA],TIGR03284 thymidylate synthase [thyA]	Purines, pyrimidines, nucleosides, and nucleotides:2'-Deoxyribonucleotide metabolism	GO:0006231,GO:0050757,GO:0004799	2.1.1.45	Thymidylate synthase.
3474920	YP_001459598.1	157162280	57075	2984357	2983482	-	EcHS_A2974	lgt	prolipoprotein diacylglyceryl transferase (RefSeq)	COG682	M	Prolipoprotein diacylglyceryltransferase	TIGR00544 prolipoprotein diacylglyceryl transferase [lgt]	Protein fate:Protein modification and repair	GO:0009249,GO:0016020,GO:0016740	2.4.99.-	
3474921	YP_001459599.1	157162281	57075	2986754	2984508	-	EcHS_A2975	ptsP	phosphoenolpyruvate-protein phosphotransferase (RefSeq)	COG3605	T	Signal transduction protein containing GAF and PtsI domains	TIGR01417 phosphoenolpyruvate-protein phosphotransferase [ptsP]		GO:0016310,GO:0009401,GO:0005737,GO:0005351,GO:0008965	2.7.3.9	Phosphoenolpyruvate--protein phosphotransferase.
3474922	YP_001459600.1	157162282	57075	2987297	2986767	-	EcHS_A2976	nudH	(Di)nucleoside polyphosphate hydrolase (RefSeq)	COG494	LR	NTP pyrophosphohydrolases including oxidative damage repair enzymes			GO:0016787	3.6.1.-	
3474923	YP_001459601.1	157162283	57075	2987796	2987650	-	EcHS_A2977	EcHS_A2977	hypothetical protein (RefSeq)								
3474924	YP_001459602.1	157162284	57075	2987982	2988671	+	EcHS_A2978	mutH	DNA mismatch repair endonuclease MutH (RefSeq)	COG3066	L	DNA mismatch repair protein	TIGR02248 DNA mismatch repair endonuclease MutH [mutH]	DNA metabolism:DNA replication, recombination, and repair	GO:0006304,GO:0005634,GO:0003677,GO:0004519		
3474925	YP_001459603.1	157162285	57075	2988740	2989453	+	EcHS_A2979	EcHS_A2979	integral membrane protein, TerC family (RefSeq)	COG861	P	Membrane protein TerC, possibly involved in tellurium resistance			GO:0016021		
3474926	YP_001459604.1	157162286	57075	2989591	2989809	+	EcHS_A2980	EcHS_A2980	putative lipoprotein (RefSeq)								
3474927	YP_001459605.1	157162287	57075	2989917	2990957	+	EcHS_A2981	tas	NADP(H)-dependent aldo-keto reductase Tas (RefSeq)	COG667	C	Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)			GO:0016491		
3474928	YP_001459606.1	157162288	57075	2992182	2990989	-	EcHS_A2982	lplT	lysophospholipid transporter (RefSeq)								
3474929	YP_001459607.1	157162289	57075	2994334	2992175	-	EcHS_A2983	aas	2-acyl-glycerophospho-ethanolamine acyltransferase/acyl-acyl-carrier protein synthetase (RefSeq)	COG318	IQ	Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II			GO:0008152,GO:0010300,GO:0008415,GO:0008779,GO:0008922	2.3.1.40,6.2.1.20	Acyl-[acyl-carrier-protein]--phospholipid O-acyltransferase.,Long-chain-fatty-acid--[acyl-carrier-protein] ligase.
3474930			57075	2994509	2994422	-	EcHS_A4769	EcHS_A4769	sraE/rygA/rygB family RNA (RefSeq)								
3474931			57075	2994706	2994625	-	EcHS_A4770	EcHS_A4770	sraE/rygA/rygB family RNA (RefSeq)								
3474932	YP_001459608.1	157162290	57075	2994920	2995951	+	EcHS_A2984	galR	transcriptional regulator GalR (RefSeq)	COG1609	K	Transcriptional regulators			GO:0006355,GO:0005622,GO:0003700		
3474933	YP_001459609.1	157162291	57075	2997220	2995958	-	EcHS_A2985	lysA	diaminopimelate decarboxylase (RefSeq)	COG19	E	Diaminopimelate decarboxylase	TIGR01048 diaminopimelate decarboxylase [lysA]	Amino acid biosynthesis:Aspartate family	GO:0009089,GO:0008836	4.1.1.20	Diaminopimelate decarboxylase.
3474934	YP_001459610.1	157162292	57075	2997342	2998277	+	EcHS_A2986	lysR	transcriptional activator protein LysR (RefSeq)	COG583	K	Transcriptional regulator			GO:0006355,GO:0003700		
3474935	YP_001459611.1	157162293	57075	2998956	2998264	-	EcHS_A2987	EcHS_A2987	aspartate racemase family protein (RefSeq)	COG1794	M	Aspartate racemase	TIGR00035 aspartate racemase	Energy metabolism:Amino acids and amines	GO:0006520,GO:0016855,GO:0047689	5.1.1.13	Aspartate racemase.
3474936	YP_001459612.1	157162294	57075	3000503	2999085	-	EcHS_A2988	araE	arabinose-proton symporter (RefSeq)	COG2814	G	Arabinose efflux permease	TIGR00879 MFS transporter, sugar porter (SP) family	Transport and binding proteins:Carbohydrates, organic alcohols, and acids	GO:0008643,GO:0016021,GO:0005351		
3474937	YP_001459613.1	157162295	57075	3001579	3000818	-	EcHS_A2989	kduD	2-deoxy-D-gluconate 3-dehydrogenase (RefSeq)	COG1028	IQR	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	TIGR01832 2-deoxy-D-gluconate 3-dehydrogenase [kduD]	Energy metabolism:Biosynthesis and degradation of polysaccharides	GO:0008152,GO:0008678,GO:0051287	1.1.1.125	2-deoxy-D-gluconate 3-dehydrogenase.
3474938	YP_001459614.1	157162296	57075	3002445	3001609	-	EcHS_A2990	kduI	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (RefSeq)	COG3717	G	5-keto 4-deoxyuronate isomerase			GO:0045490,GO:0008697	5.3.1.17	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase.
3474939	YP_001459615.1	157162297	57075	3003913	3002732	-	EcHS_A2991	EcHS_A2991	acetyl-CoA acetyltransferase (RefSeq)	COG183	I	Acetyl-CoA acetyltransferase	TIGR01930 acetyl-CoA C-acetyltransferase	Fatty acid and phospholipid metabolism:Other	GO:0003985	2.3.1.-,2.3.1.9	,Acetyl-CoA C-acetyltransferase.
3474940	YP_001459616.1	157162298	57075	3004168	3005397	+	EcHS_A2992	EcHS_A2992	serine transporter family protein (RefSeq)	COG814	E	Amino acid permeases			GO:0006810,GO:0016021,GO:0005215		
3474941	YP_001459617.1	157162299	57075	3005797	3006489	+	EcHS_A2993	EcHS_A2993	hypothetical protein (RefSeq)						GO:0006355,GO:0005622,GO:0003700,GO:0043565		
3474942	YP_001459618.1	157162300	57075	3006823	3007632	+	EcHS_A2994	EcHS_A2994	transcriptional regulatory protein, C terminal (RefSeq)	COG3710	K	DNA-binding winged-HTH domains			GO:0000160,GO:0006355,GO:0000156,GO:0003677		
3474943	YP_001459619.1	157162301	57075	3007714	3008106	+	EcHS_A2995	EcHS_A2995	hypothetical protein (RefSeq)								
3474944	YP_001459620.1	157162302	57075	3008279	3008139	-	EcHS_A2996	EcHS_A2996	hypothetical protein (RefSeq)								
3474945	YP_001459621.1	157162303	57075	3009056	3008820	-	EcHS_A2997	EcHS_A2997	hypothetical protein (RefSeq)								
3474946	YP_001459622.1	157162304	57075	3009110	3009556	+	EcHS_A2998	EcHS_A2998	hypothetical protein (RefSeq)								
3474947	YP_001459623.1	157162305	57075	3009823	3010314	+	EcHS_A2999	EcHS_A2999	tetratricopeptide repeat protein (RefSeq)						GO:0006950,GO:0005488		
3474948	YP_001459624.1	157162306	57075	3010649	3012025	+	EcHS_A3000	EcHS_A3000	transcriptional regulatory protein, C terminal (RefSeq)	COG3710	K	DNA-binding winged-HTH domains			GO:0000160,GO:0006355,GO:0000156,GO:0003677		
3474949			57075	3012535	3012969	+	EcHS_A3001	EcHS_A3001									
3474950	YP_001459625.1	157162307	57075	3013646	3013014	-	EcHS_A3002	EcHS_A3002	transcriptional regulator, LuxR family (RefSeq)	COG2197	TK	Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain			GO:0006355,GO:0000160,GO:0005622,GO:0000156,GO:0043565,GO:0003700		
3474951	YP_001459626.1	157162308	57075	3014296	3013865	-	EcHS_A3003	EcHS_A3003	hypothetical protein (RefSeq)								
3474952	YP_001459627.1	157162309	57075	3014493	3014299	-	EcHS_A3004	EcHS_A3004	hypothetical protein (RefSeq)								
3474953			57075	3015491	3015108	-	EcHS_A3005	EcHS_A3005									
3474954	YP_001459628.1	157162310	57075	3015585	3015860	+	EcHS_A3006	EcHS_A3006	IS1, transposase orfA (RefSeq)	COG3677	L	Transposase and inactivated derivatives			GO:0006313,GO:0045449,GO:0003677		
3474955	YP_001459629.1	157162311	57075	3015779	3016282	+	EcHS_A3007	EcHS_A3007	IS1, transposase orfB (RefSeq)	COG1662	L	Transposase and inactivated derivatives, IS1 family			GO:0006313,GO:0003677,GO:0004803		
3474956			57075	3016619	3016293	-	EcHS_A3008	EcHS_A3008									
3474957	YP_001459630.1	157162312	57075	3016948	3016616	-	EcHS_A3009	eprJ	type III secretion apparatus protein EprJ (RefSeq)								
3474958	YP_001459631.1	157162313	57075	3017183	3016968	-	EcHS_A3010	eprI	type III secretion apparatus needle protein (RefSeq)				TIGR02105 type III secretion apparatus needle protein [eprI]	Cellular processes:Pathogenesis	GO:0009405,GO:0015031,GO:0008565		
3474959	YP_001459632.1	157162314	57075	3018402	3017221	-	EcHS_A3011	eprH	type III secretion apparatus protein EprH (RefSeq)				TIGR02554 type III secretion apparatus protein PrgH/EprH [eprH]	Cellular processes:Pathogenesis			
3474960	YP_001459633.1	157162315	57075	3018660	3019160	+	EcHS_A3012	EcHS_A3012	transcriptional regulator, LuxR family (RefSeq)						GO:0006355,GO:0005622,GO:0003700,GO:0043565		
3474961	YP_001459634.1	157162316	57075	3019162	3019437	+	EcHS_A3013	EcHS_A3013	putative invasion lipoprotein (RefSeq)						GO:0009405		
3474962	YP_001459635.1	157162317	57075	3019879	3019517	-	EcHS_A3014	EcHS_A3014	hypothetical protein (RefSeq)						GO:0009306,GO:0016020		
3474963			57075	3020538	3019906	-	EcHS_A3015	EcHS_A3015									
3474964	YP_001459636.1	157162318	57075	3021412	3020645	-	EcHS_A3016	epaR	type III secretion apparatus protein EpaR (RefSeq)	COG4791	U	Type III secretory pathway, component EscT	TIGR01401 type III secretion apparatus protein SpaR/YscT/HrcT [epaR]	Cellular processes:Pathogenesis	GO:0006605,GO:0016021		
3474965	YP_001459637.1	157162319	57075	3021674	3021414	-	EcHS_A3017	epaQ	type III secretion apparatus protein EpaQ (RefSeq)	COG4794	U	Type III secretory pathway, component EscS	TIGR01403 type III secretion protein, HrpO family	Cellular processes:Pathogenesis	GO:0006810,GO:0009306,GO:0016021		
3474966	YP_001459638.1	157162320	57075	3022349	3021684	-	EcHS_A3018	epaP	type III secretion apparatus protein EpaP (RefSeq)	COG4790	U	Type III secretory pathway, component EscR	TIGR01102 type III secretion apparatus protein, YscR/HrcR family [epaP]	Cellular processes:Pathogenesis	GO:0009306,GO:0015031,GO:0016021		
3474967	YP_001459639.1	157162321	57075	3023286	3022339	-	EcHS_A3019	epaO	type III secretion apparatus protein EpaO (RefSeq)	COG1886	NU	Flagellar motor switch/type III secretory pathway protein	TIGR02551 type III secretion apparatus protein, YscQ/HrcQ family [epaO]	Cellular processes:Pathogenesis	GO:0006810,GO:0030254,GO:0005215,GO:0005488		
3474968	YP_001459640.1	157162322	57075	3023384	3023286	-	EcHS_A3020	EcHS_A3020	type III secretion apparatus protein, truncation (RefSeq)								
3474969	YP_001459641.1	157162323	57075	3024358	3023546	-	EcHS_A3021	EcHS_A3021	ISEhe3, transposase orfB (RefSeq)	COG2801	L	Transposase and inactivated derivatives			GO:0015074,GO:0003677		
3474970	YP_001459642.1	157162324	57075	3024693	3024415	-	EcHS_A3022	EcHS_A3022	ISEhe3, transposase orfA (RefSeq)	COG2963	L	Transposase and inactivated derivatives			GO:0006313,GO:0003677,GO:0004803		
3474971	YP_001459643.1	157162325	57075	3026302	3024716	-	EcHS_A3023	EcHS_A3023	hypothetical protein (RefSeq)						GO:0005976,GO:0003824,GO:0004339		
3474972			57075	3026572	3026497	-	EcHS_A4697	EcHS_A4697	tRNA-Gly (RefSeq)								
3474973	YP_001459644.1	157162326	57075	3027405	3026650	-	EcHS_A3025	EcHS_A3025	peptidase, M23B family (RefSeq)	COG739	M	Membrane proteins related to metalloendopeptidases			GO:0006508,GO:0016998,GO:0004222	3.4.24.-	
3474974	YP_001459645.1	157162327	57075	3027820	3030117	+	EcHS_A3026	xdhA	xanthine dehydrogenase (RefSeq)	COG1529	C	Aerobic-type carbon monoxide dehydrogenase, large subunit CoxL/CutL homologs			GO:0006118,GO:0004854,GO:0016491	1.17.1.4	Xanthine dehydrogenase.
3474975	YP_001459646.1	157162328	57075	3030128	3031006	+	EcHS_A3027	xdhB	xanthine dehydrogenase, FAD-binding subunit (RefSeq)	COG1319	C	Aerobic-type carbon monoxide dehydrogenase, middle subunit CoxM/CutM homologs			GO:0006118,GO:0004854,GO:0016491	1.17.1.4	Xanthine dehydrogenase.
3474976	YP_001459647.1	157162329	57075	3031003	3031482	+	EcHS_A3028	xdhC	xanthine dehydrogenase, iron-sulfur binding subunit (RefSeq)	COG2080	C	Aerobic-type carbon monoxide dehydrogenase, small subunit CoxS/CutS homologs			GO:0006118,GO:0009055,GO:0046872,GO:0051536		
3474977	YP_001459648.1	157162330	57075	3033300	3031522	-	EcHS_A3029	EcHS_A3029	sigma-54 dependent transcriptional regulator, Fis family (RefSeq)	COG3829	KT	Transcriptional regulator containing PAS, AAA-type ATPase, and DNA-binding domains			GO:0006355,GO:0007165,GO:0005622,GO:0003700,GO:0004871,GO:0005524,GO:0008134,GO:0017111		
3474978	YP_001459649.1	157162331	57075	3033776	3034966	+	EcHS_A3030	EcHS_A3030	aspartate/ornithine carbamoyltransferase family protein (RefSeq)	COG78	E	Ornithine carbamoyltransferase	TIGR03316 probable carbamoyltransferase YgeW [ygeW]		GO:0006207,GO:0006520,GO:0004070,GO:0016597		
3474979	YP_001459650.1	157162332	57075	3035024	3036220	+	EcHS_A3031	EcHS_A3031	diaminopropionate ammonia-lyase (RefSeq)	COG1171	E	Threonine dehydratase	TIGR01747 diaminopropionate ammonia-lyase family,TIGR03528 diaminopropionate ammonia-lyase [dpaL]	Energy metabolism:Other	GO:0008152,GO:0003824,GO:0008838,GO:0030170	4.3.1.15	Diaminopropionate ammonia-lyase.
3474980	YP_001459651.1	157162333	57075	3036278	3037489	+	EcHS_A3032	EcHS_A3032	M20/DapE family protein YgeY (RefSeq)	COG624	E	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases	TIGR03320 M20/DapE family protein YgeY,TIGR03526 putative selenium metabolism hydrolase		GO:0006508,GO:0008237,GO:0046983		
3474981	YP_001459652.1	157162334	57075	3037542	3038927	+	EcHS_A3033	hyuA	dihydropyrimidinase (RefSeq)	COG44	F	Dihydroorotase and related cyclic amidohydrolases	TIGR02033 dihydropyrimidinase [hydA]		GO:0004157,GO:0016810	3.5.2.2	Dihydropyrimidinase.
3474982	YP_001459653.1	157162335	57075	3038975	3039907	+	EcHS_A3034	EcHS_A3034	carbamate kinase arcC homolog (RefSeq)	COG549	E	Carbamate kinase	TIGR00746 carbamate kinase [arcC]	Energy metabolism:Amino acids and amines	GO:0006525,GO:0008652,GO:0008804	2.7.2.2	Carbamate kinase.
3474983	YP_001459654.1	157162336	57075	3041753	3040128	-	EcHS_A3035	EcHS_A3035	putative xanthine dehydrogenase accessory factor (RefSeq)	COG1975	O	Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family	TIGR03309 selenium-dependent molybdenum hydroxylase system protein, YqeB family				
3474984	YP_001459655.1	157162337	57075	3042571	3041801	-	EcHS_A3036	EcHS_A3036	hypothetical protein (RefSeq)				TIGR03172 probable selenium-dependent hydroxylase accessory protein YqeC [yqeC]	Unknown function:General	GO:0009058,GO:0005524		
3474985	YP_001459656.1	157162338	57075	3042674	3043252	+	EcHS_A3037	EcHS_A3037	hypothetical protein (RefSeq)	COG2068	R	Uncharacterized MobA-related protein	TIGR03310 molybdenum hydroxylase accessory protein, YgfJ family [ygfJ]				
3474986	YP_001459657.1	157162339	57075	3043574	3046672	+	EcHS_A3038	EcHS_A3038	oxidoreductase, pyridine nucleotide-disulfide family (RefSeq)	COG493	ER	NADPH-dependent glutamate synthase beta chain and related oxidoreductases	TIGR03315 putative selenate reductase, YgfK subunit [ygfK]		GO:0006118,GO:0006725,GO:0004497,GO:0051536,GO:0009055		
3474987	YP_001459658.1	157162340	57075	3046675	3048003	+	EcHS_A3039	ssnA	amidohydrolase family protein SsnA (RefSeq)	COG402	FR	Cytosine deaminase and related metal-dependent hydrolases	TIGR03314 putative selenium metabolism protein SsnA [ssnA]		GO:0016810	3.8.1.-	
3474988	YP_001459659.1	157162341	57075	3048054	3048833	+	EcHS_A3040	EcHS_A3040	oxidoreductases, FAD binding (RefSeq)	COG1319	C	Aerobic-type carbon monoxide dehydrogenase, middle subunit CoxM/CutM homologs	TIGR03312 probable selenate reductase, FAD-binding subunit [ygfM]		GO:0006118,GO:0016491		
3474989	YP_001459660.1	157162342	57075	3048830	3051700	+	EcHS_A3041	EcHS_A3041	putative hypoxanthine oxidase XdhD (RefSeq)	COG1529	C	Aerobic-type carbon monoxide dehydrogenase, large subunit CoxL/CutL homologs	TIGR03313 probable selenate reductase, molybdenum-binding subunit		GO:0006118,GO:0051536,GO:0009055,GO:0016491,GO:0046872		
